"imdbId","name","year","genre","directorId","imdbRating","numOfVotesImdb","twitterRating","numOfVotesTwitter"
"tt0046912","Dial M for Murder","1954","3","33","3","156548","3","127"
"tt0277027","I Am Sam","2001","4","625458","3","142203","3","127"
"tt8075192","Shoplifters","2018","3","466153","3","60317","3","129"
"tt0063522","Rosemary's Baby","1968","4","591","3","191880","3","129"
"tt0058461","A Fistful of Dollars","1964","2","1466","3","196234","3","129"
"tt0047478","Seven Samurai","1954","2","41","3","312818","3","130"
"tt0395169","Hotel Rwanda","2004","5","313623","3","332283","3","130"
"tt0118694","In the Mood for Love","2000","4","939182","3","122291","3","130"
"tt0079417","Kramer vs. Kramer","1979","4","914","3","131976","3","130"
"tt0108394","Three Colors: Blue","1993","4","1425","3","88296","3","131"
"tt1588170","I Saw the Devil","2010","2","453518","3","109530","3","131"
"tt0120363","Toy Story 2","1999","1","881279","3","522299","3","132"
"tt0061722","The Graduate","1967","6","1566","3","252126","3","132"
"tt0110322","Legends of the Fall","1994","4","1880","3","147670","3","133"
"tt0108399","True Romance","1993","3","1716","3","205240","3","134"
"tt0059578","For a Few Dollars More","1965","7","1466","3","230373","3","134"
"tt3398268","When Marnie Was There","2014","10","948488","3","31938","3","135"
"tt3612616","Mommy","2014","4","230859","3","49914","3","137"
"tt1220719","Ip Man","2008","2","948159","3","210103","3","137"
"tt0432283","Fantastic Mr. Fox","2009","1","27572","3","196525","3","137"
"tt0098635","When Harry Met Sally...","1989","6","1661","3","193529","3","138"
"tt0053125","North by Northwest","1959","1","33","3","296362","3","138"
"tt0113247","La Haine","1995","3","440913","3","148076","3","139"
"tt0064116","Once Upon a Time in the West","1968","7","1466","3","300029","3","141"
"tt0045152","Singin' in the Rain","1952","6","2045","3","216535","3","141"
"tt1360860","Darbareye Elly","2009","4","1410815","3","44962","3","141"
"tt0087332","Ghostbusters","1984","2","718645","3","352492","3","141"
"tt0398286","Tangled","2010","1","397174","3","401922","3","141"
"tt0118749","Boogie Nights","1997","4","759","3","237209","3","142"
"tt0080678","The Elephant Man","1980","5","186","3","217940","3","142"
"tt0289879","The Butterfly Effect","2004","4","344259","3","448633","3","143"
"tt0053291","Some Like It Hot","1959","6","697","3","241501","3","143"
"tt0040746","Rope","1948","3","33","3","128488","3","144"
"tt0050825","Paths of Glory","1957","4","40","3","176161","3","147"
"tt1655442","The Artist","2011","6","371890","3","229342","3","148"
"tt0033467","Citizen Kane","1941","4","80","3","397715","3","149"
"tt0043014","Sunset Blvd.","1950","4","697","3","199591","3","149"
"tt0031381","Gone with the Wind","1939","4","939992","3","287553","3","149"
"tt0077416","The Deer Hunter","1978","4","1047","3","308669","3","149"
"tt0053604","The Apartment","1960","6","697","3","162383","3","149"
"tt2378281","Instructions Not Included","2013","6","220240","3","28958","3","150"
"tt0093870","RoboCop","1987","2","682","3","231245","3","151"
"tt0181875","Almost Famous","2000","1","1081","3","250764","3","152"
"tt2024519","The Broken Circle Breakdown","2012","4","886976","3","39115","3","156"
"tt0084787","The Thing","1982","9","118","3","367854","3","157"
"tt0056592","To Kill a Mockingbird","1962","3","612322","3","291913","3","158"
"tt4080728","A Man Called Ove","2015","6","391502","3","46491","3","158"
"tt3841424","Land of Mine","2015","4","1324710","3","34977","3","158"
"tt0266543","Finding Nemo","2003","1","881279","3","940690","3","159"
"tt0317705","The Incredibles","2004","2","83348","3","651084","3","161"
"tt0051201","Witness for the Prosecution","1957","3","697","3","107428","3","161"
"tt0075148","Rocky","1976","4","814","3","513600","3","163"
"tt0117913","A Time to Kill","1996","3","1708","3","130973","3","164"
"tt0070047","The Exorcist","1973","9","1243","3","360272","3","164"
"tt1028532","Hachi: A Dog's Tale","2009","5","2120","3","250332","3","165"
"tt0325710","The Last Samurai","2003","2","1880","3","397057","3","165"
"tt4016934","The Handmaiden","2016","4","661791","3","110031","3","167"
"tt0096874","Back to the Future Part II","1989","1","709","3","476720","3","167"
"tt5323662","A Silent Voice: The Movie","2016","10","2210720","3","45005","3","171"
"tt7057496","Forgotten","2017","8","1203013","2","17186","3","173"
"tt0099785","Home Alone","1990","6","1060","3","465275","3","173"
"tt0440963","The Bourne Ultimatum","2007","2","339030","3","601848","3","174"
"tt0175880","Magnolia","1999","4","759","3","287674","3","175"
"tt0414387","Pride & Prejudice","2005","4","942504","3","254514","3","179"
"tt0375679","Crash","2004","3","353673","3","417703","3","179"
"tt0382932","Ratatouille","2007","1","684342","3","634187","3","181"
"tt0104257","A Few Good Men","1992","4","1661","3","233142","3","182"
"tt0814314","Seven Pounds","2008","4","610831","3","285047","3","183"
"tt0926084","Harry Potter and the Deathly Hallows: Part 1","2010","1","946734","3","472452","3","185"
"tt0114709","Toy Story","1995","1","5124","3","878120","3","185"
"tt1010048","Slumdog Millionaire","2008","4","849164","3","793565","3","186"
"tt0082971","Raiders of the Lost Ark","1981","2","229","3","876637","3","186"
"tt0099674","The Godfather: Part III","1990","3","338","3","355541","3","187"
"tt2870648","Amy","2015","5","438090","3","48268","3","189"
"tt0401792","Sin City","2005","3","1675","3","736464","3","189"
"tt0119698","Princess Mononoke","1997","1","594503","3","338380","3","192"
"tt10431500","Yedinci Kogustaki Mucize","2019","4","3133017","3","31741","3","193"
"tt0198781","Monsters, Inc.","2001","1","881279","3","807149","3","193"
"tt0090605","Aliens","1986","2","116","3","647825","3","193"
"tt0435761","Toy Story 3","2010","1","881279","3","750069","3","194"
"tt0097937","My Left Foot","1989","5","6487","3","67328","3","194"
"tt0319061","Big Fish","2003","1","318","3","412765","3","195"
"tt0108550","What's Eating Gilbert Grape","1993","4","2120","3","212901","3","196"
"tt0100157","Misery","1990","4","1661","3","182708","3","198"
"tt0096283","My Neighbor Totoro","1988","10","594503","3","286163","3","199"
"tt3863552","Bajrangi Bhaijaan","2015","2","1203138","3","71315","3","199"
"tt0417741","Harry Potter and the Half-Blood Prince","2009","2","946734","3","467917","3","200"
"tt0110357","The Lion King","1994","1","591450","3","931825","3","200"
"tt3262342","Loving Vincent","2017","10","1364790","3","49900","3","201"
"tt0499549","Avatar","2009","2","116","3","1111629","3","201"
"tt0298203","8 Mile","2002","4","436","2","247844","3","202"
"tt0088247","The Terminator","1984","2","116","3","794932","3","203"
"tt0824747","Changeling","2008","5","142","3","237595","3","205"
"tt3169706","Pride","2014","5","911334","3","51326","3","205"
"tt0095016","Die Hard","1988","2","1532","3","778093","3","206"
"tt0092005","Stand by Me","1986","1","1661","3","360467","3","207"
"tt0073195","Jaws","1975","1","229","3","540667","3","207"
"tt0910970","WALL·E","2008","1","4056","3","989126","3","208"
"tt0099077","Awakenings","1990","5","1508","3","123178","3","208"
"tt0352248","Cinderella Man","2005","5","165","3","175008","3","209"
"tt0119822","As Good as It Gets","1997","6","985","3","273237","3","210"
"tt0071315","Chinatown","1974","4","591","3","291396","3","211"
"tt0095765","Cinema Paradiso","1988","4","868153","3","227698","3","216"
"tt0381061","Casino Royale","2006","2","132709","3","577768","3","217"
"tt0325980","Pirates of the Caribbean: The Curse of the Black Pearl","2003","2","893659","3","1009493","3","218"
"tt0936501","Taken","2008","2","603628","3","562097","3","219"
"tt0075686","Annie Hall","1977","6","95","3","250501","3","219"
"tt0095327","Grave of the Fireflies","1988","10","847223","3","231473","3","219"
"tt0166924","Mulholland Dr.","2001","4","186","3","318356","3","220"
"tt0765429","American Gangster","2007","5","631","3","388731","3","220"
"tt0330373","Harry Potter and the Goblet of Fire","2005","1","1565","3","541273","3","221"
"tt0087843","Once Upon a Time in America","1984","3","1466","3","307771","3","222"
"tt0081398","Raging Bull","1980","5","217","3","318862","3","223"
"tt0057012","Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb","1964","6","40","3","446790","3","225"
"tt0107048","Groundhog Day","1993","6","601","3","574470","3","227"
"tt0353969","Memories of Murder","2003","2","94435","3","135098","3","228"
"tt0304141","Harry Potter and the Prisoner of Azkaban","2004","1","190859","3","544764","3","230"
"tt1187043","3 Idiots","2009","6","386246","3","339628","3","231"
"tt5186714","The Salesman","2016","4","1410815","3","50283","3","232"
"tt0347149","Howl's Moving Castle","2004","1","594503","3","328119","3","232"
"tt1049413","Up","2009","1","677037","3","925343","3","234"
"tt0358273","Walk the Line","2005","5","3506","3","232376","3","235"
"tt0363163","Downfall","2004","5","386570","3","328792","3","236"
"tt0078748","Alien","1979","9","631","3","780738","3","237"
"tt0892769","How to Train Your Dragon","2010","2","761498","3","660451","3","238"
"tt2125608","Searching for Sugar Man","2012","5","70594","3","63399","3","239"
"tt0120735","Lock, Stock and Two Smoking Barrels","1998","2","5363","3","530980","3","242"
"tt4729430","Klaus","2019","1","3582089","3","84433","3","243"
"tt0103064","Terminator 2: Judgment Day","1991","2","116","3","987483","3","244"
"tt3042408","Who Am I","2014","3","2171633","3","47522","3","244"
"tt0078788","Apocalypse Now","1979","4","338","3","600661","3","245"
"tt0378194","Kill Bill: Vol. 2","2004","2","233","3","677834","3","248"
"tt0072890","Dog Day Afternoon","1975","5","1486","3","233824","3","251"
"tt0914798","The Boy in the Striped Pajamas","2008","4","379179","3","188757","3","252"
"tt0240772","Ocean's Eleven","2001","3","1752","3","511825","3","254"
"tt1305806","The Secret in Their Eyes","2009","4","2728","3","191085","3","256"
"tt0052357","Vertigo","1958","8","33","3","360465","3","257"
"tt0034583","Casablanca","1942","4","2031","3","517143","3","258"
"tt0119174","The Game","1997","2","399","3","341811","3","262"
"tt0070735","The Sting","1973","6","1351","3","239499","3","264"
"tt1201607","Harry Potter and the Deathly Hallows: Part 2","2011","1","946734","3","755475","3","266"
"tt8267604","Capernaum","2018","4","1701024","3","59206","3","266"
"tt1683526","Detachment","2011","4","443411","3","76330","3","270"
"tt1197624","Law Abiding Citizen","2009","2","336620","2","269580","3","271"
"tt0107290","Jurassic Park","1993","2","229","3","859085","3","272"
"tt0097165","Dead Poets Society","1989","6","1837","3","419502","3","273"
"tt0062622","2001: A Space Odyssey","1968","1","40","3","597665","3","275"
"tt0120338","Titanic","1997","4","116","3","1036364","3","276"
"tt0107207","In the Name of the Father","1993","5","6487","3","155355","3","277"
"tt0117381","Primal Fear","1996","3","387706","3","187028","3","278"
"tt6472976","Five Feet Apart","2019","4","1682573","2","41536","3","279"
"tt0878804","The Blind Side","2009","5","359387","3","290118","3","282"
"tt0095953","Rain Man","1988","4","1469","3","469606","3","284"
"tt0381681","Before Sunset","2004","4","500","3","233337","3","285"
"tt1832382","A Separation","2011","4","1410815","3","217644","3","286"
"tt0117951","Trainspotting","1996","4","965","3","630128","3","292"
"tt0086190","Star Wars: Episode VI - Return of the Jedi","1983","2","549658","3","940608","3","295"
"tt1568346","The Girl with the Dragon Tattoo","2011","3","399","3","417541","3","296"
"tt0783233","Atonement","2007","4","942504","3","248698","3","296"
"tt0780536","In Bruges","2008","6","1732981","3","387800","3","299"
"tt2545118","Blackfish","2013","5","1363250","3","61406","3","305"
"tt1937149","The Body","2012","8","1079062","3","56348","3","307"
"tt0112573","Braveheart","1995","5","154","3","951988","3","310"
"tt0047396","Rear Window","1954","8","33","3","439796","3","311"
"tt0405094","The Lives of Others","2006","4","3697","3","355173","3","311"
"tt0105695","Unforgiven","1992","4","142","3","372580","3","313"
"tt0091042","Ferris Bueller's Day Off","1986","6","455","3","318810","3","313"
"tt0139654","Training Day","2001","3","298807","3","386490","3","313"
"tt3544112","Sing Street","2016","6","138809","3","84240","3","316"
"tt0093058","Full Metal Jacket","1987","4","40","3","668848","3","325"
"tt4302938","Kubo and the Two Strings","2016","2","1325899","3","116860","3","325"
"tt0796366","Star Trek","2009","2","9190","3","575012","3","327"
"tt0457430","Pan's Labyrinth","2006","4","868219","3","614086","3","328"
"tt0133093","The Matrix","1999","2","905152","3","1657847","3","329"
"tt0317248","City of God","2002","3","526199","3","693908","3","332"
"tt0450259","Blood Diamond","2006","1","1880","3","495238","3","334"
"tt0167261","The Lord of the Rings: The Two Towers","2002","2","1392","3","1470337","3","335"
"tt0080684","Star Wars: Episode V - The Empire Strikes Back","1980","2","449984","3","1147457","3","336"
"tt2265171","The Raid 2","2014","2","2153088","3","113542","3","339"
"tt0088763","Back to the Future","1985","1","709","3","1045890","3","341"
"tt0454921","The Pursuit of Happyness","2006","5","610831","3","444026","3","345"
"tt0246578","Donnie Darko","2001","4","446819","3","735299","3","345"
"tt0327056","Mystic River","2003","3","142","3","416103","3","346"
"tt2338151","PK","2014","6","386246","3","160678","3","348"
"tt0211915","Amélie","2001","6","466","3","698319","3","349"
"tt1454029","The Help","2011","4","853238","3","424569","3","359"
"tt1205489","Gran Torino","2008","4","142","3","715266","3","360"
"tt0266697","Kill Bill: Vol. 1","2003","2","233","3","991283","3","363"
"tt0167404","The Sixth Sense","1999","4","796117","3","904850","3","366"
"tt5074352","Dangal","2016","2","4318159","3","153193","3","367"
"tt0066921","A Clockwork Orange","1971","3","40","3","751464","3","373"
"tt2370248","Short Term 12","2013","4","2308774","3","81014","3","374"
"tt0112641","Casino","1995","3","217","3","461212","3","379"
"tt0453562","42","2013","5","1338","3","85596","3","380"
"tt0119488","L.A. Confidential","1997","3","436","3","527767","3","384"
"tt0162222","Cast Away","2000","1","709","3","518227","3","387"
"tt0118799","Life Is Beautiful","1997","6","905","3","616460","3","388"
"tt0405159","Million Dollar Baby","2004","4","142","3","630864","3","391"
"tt0362227","The Terminal","2004","6","229","2","402282","3","392"
"tt0364569","Oldboy","2003","2","661791","3","509747","3","396"
"tt0421715","The Curious Case of Benjamin Button","2008","4","399","3","583568","3","397"
"tt0120737","The Lord of the Rings: The Fellowship of the Ring","2001","2","1392","3","1642750","3","398"
"tt0088847","The Breakfast Club","1985","6","455","3","354308","3","401"
"tt0112471","Before Sunrise","1995","4","500","3","268544","3","404"
"tt0332280","The Notebook","2004","4","1024","3","515563","3","407"
"tt1504320","The King's Speech","2010","5","393799","3","634704","3","408"
"tt0947798","Black Swan","2010","4","4716","3","694014","3","413"
"tt0245429","Spirited Away","2001","1","594503","3","641366","3","416"
"tt0434409","V for Vendetta","2005","2","574625","3","1024250","3","420"
"tt0120382","The Truman Show","1998","6","1837","3","927823","3","420"
"tt0054215","Psycho","1960","9","33","3","598469","3","423"
"tt0208092","Snatch","2000","6","5363","3","775545","3","423"
"tt0076759","Star Wars: Episode IV - A New Hope","1977","2","184","3","1219326","3","425"
"tt0372784","Batman Begins","2005","2","634240","3","1296312","3","428"
"tt2209418","Before Midnight","2013","4","500","3","139548","3","435"
"tt3011894","Wild Tales","2014","6","1167933","3","174569","3","436"
"tt0086250","Scarface","1983","3","361","3","733123","3","443"
"tt0113277","Heat","1995","3","520","3","570843","3","446"
"tt0172495","Gladiator","2000","2","631","3","1327784","3","464"
"tt0180093","Requiem for a Dream","2000","4","4716","3","759740","3","479"
"tt0758758","Into the Wild","2007","1","576","3","567467","3","482"
"tt0469494","There Will Be Blood","2007","4","759","3","511621","3","497"
"tt1255953","Incendies","2010","4","898288","3","147117","3","498"
"tt1291584","Warrior","2011","2","640334","3","432649","3","506"
"tt5311514","Your Name.","2016","10","1396121","3","188488","3","513"
"tt0120815","Saving Private Ryan","1998","4","229","3","1222753","3","518"
"tt0081505","The Shining","1980","4","40","3","888613","3","522"
"tt0105323","Scent of a Woman","1992","4","976","3","259957","3","525"
"tt1646971","How to Train Your Dragon 2","2014","2","213450","3","302565","3","526"
"tt1924396","The Best Offer","2013","3","868153","3","107096","3","550"
"tt0120586","American History X","1998","4","443411","3","1026558","3","561"
"tt0338013","Eternal Sunshine of the Spotless Mind","2004","4","327273","3","903525","3","573"
"tt0073486","One Flew Over the Cuckoo's Nest","1975","4","1232","3","909410","3","578"
"tt3281548","Little Women","2019","4","1950086","3","134328","3","583"
"tt0105236","Reservoir Dogs","1992","3","233","3","909802","3","583"
"tt1979376","Toy Story 4","2019","1","2155757","3","197044","3","595"
"tt0075314","Taxi Driver","1976","3","217","3","716356","3","605"
"tt1345836","The Dark Knight Rises","2012","2","634240","3","1502108","3","610"
"tt0477348","No Country for Old Men","2007","3","1054","3","846559","3","617"
"tt0848228","The Avengers","2012","2","923736","3","1252375","3","617"
"tt0253474","The Pianist","2002","5","591","3","720929","3","619"
"tt0264464","Catch Me If You Can","2002","5","229","3","817722","3","624"
"tt0169547","American Beauty","1999","4","5222","3","1061435","3","625"
"tt0268978","A Beautiful Mind","2001","5","165","3","840329","3","639"
"tt0209144","Memento","2000","8","634240","3","1115409","3","641"
"tt6723592","Tenet","2020","2","634240","3","191886","3","645"
"tt4633694","Spider-Man: Into the Spider-Verse","2018","2","745247","3","361528","3","647"
"tt4846340","Hidden Figures","2016","5","577647","3","197649","3","649"
"tt0102926","The Silence of the Lambs","1991","3","1129","3","1256541","3","654"
"tt1398426","Straight Outta Compton","2015","5","336620","3","177992","3","671"
"tt0110413","Léon: The Professional","1994","2","108","3","1024306","3","677"
"tt0119217","Good Will Hunting","1997","4","1814","3","851959","3","680"
"tt2543472","Wonder","2017","4","154716","3","138688","3","699"
"tt2106476","The Hunt","2012","4","899121","3","276181","3","711"
"tt1130884","Shutter Island","2010","8","217","3","1116032","3","715"
"tt0099685","Goodfellas","1990","5","217","3","1008685","3","725"
"tt1485796","The Greatest Showman","2017","5","1243905","3","233333","3","747"
"tt0137523","Fight Club","1999","4","399","3","1835365","3","767"
"tt0114814","The Usual Suspects","1995","3","1741","3","982391","3","775"
"tt0407887","The Departed","2006","3","217","3","1177253","3","807"
"tt0361748","Inglourious Basterds","2009","1","233","3","1252019","3","808"
"tt4857264","The Invisible Guest","2016","3","1079062","3","135399","3","819"
"tt2380307","Coco","2017","1","2937122","3","368862","3","820"
"tt1727824","Bohemian Rhapsody","2018","5","1741","3","443057","3","839"
"tt0482571","The Prestige","2006","4","634240","3","1176180","3","846"
"tt0110912","Pulp Fiction","1994","3","233","3","1807608","3","846"
"tt2245084","Big Hero 6","2014","2","930261","3","406746","3","858"
"tt1659337","The Perks of Being a Wallflower","2012","4","154716","3","457949","3","865"
"tt1675434","The Intouchables","2011","5","865918","3","749483","3","899"
"tt0114369","Se7en","1995","3","399","3","1427785","3","918"
"tt0454876","Life of Pi","2012","1","487","3","576315","3","947"
"tt5463162","Deadpool 2","2018","2","500610","3","471517","3","974"
"tt7653254","Marriage Story","2019","6","876","3","239072","3","977"
"tt2948356","Zootopia","2016","1","1158544","3","428557","3","982"
"tt3748528","Rogue One: A Star Wars Story","2016","2","2284484","3","547669","3","995"
"tt6966692","Green Book","2018","5","268380","3","360887","3","1020"
"tt1302006","The Irishman","2019","5","217","3","316431","3","1029"
"tt3741834","Lion","2016","5","204628","3","211049","3","1030"
"tt2582846","The Fault in Our Stars","2014","4","1837748","3","341528","3","1096"
"tt1065073","Boyhood","2014","4","500","3","333642","3","1100"
"tt2096673","Inside Out","2015","1","215455","3","604626","3","1117"
"tt4034228","Manchester by the Sea","2016","4","518836","3","243571","3","1156"
"tt5027774","Three Billboards Outside Ebbing, Missouri","2017","6","1732981","3","422835","3","1160"
"tt1950186","Ford v Ferrari","2019","2","3506","3","278076","3","1161"
"tt1024648","Argo","2012","5","255","3","568592","3","1181"
"tt1895587","Spotlight","2015","5","565336","3","414912","3","1252"
"tt8367814","The Gentlemen","2019","2","5363","3","213575","3","1262"
"tt8946378","Knives Out","2019","6","426059","3","426045","3","1265"
"tt2980516","The Theory of Everything","2014","5","1016428","3","399345","3","1284"
"tt4154756","Avengers: Infinity War","2018","2","751648","3","818287","3","1327"
"tt3170832","Room","2015","4","1049433","3","365624","3","1370"
"tt3659388","The Martian","2015","1","631","3","752151","3","1395"
"tt3315342","Logan","2017","2","3506","3","639813","3","1460"
"tt2872718","Nightcrawler","2014","3","319659","3","459086","3","1465"
"tt3498820","Captain America: Civil War","2016","2","751648","3","655472","3","1474"
"tt1045658","Silver Linings Playbook","2012","6","751102","3","657087","3","1522"
"tt3460252","The Hateful Eight","2015","3","233","3","509178","3","1532"
"tt2488496","Star Wars: Episode VII - The Force Awakens","2015","2","9190","3","853534","3","1566"
"tt2015381","Guardians of the Galaxy","2014","2","348181","3","1034818","3","1653"
"tt1853728","Django Unchained","2012","4","233","3","1341192","3","1666"
"tt0790636","Dallas Buyers Club","2013","5","885249","3","436743","3","1669"
"tt1170358","The Hobbit: The Desolation of Smaug","2013","1","1392","3","596435","3","1679"
"tt3783958","La La Land","2016","6","3227090","3","497882","3","1691"
"tt2119532","Hacksaw Ridge","2016","5","154","3","428723","3","1696"
"tt1843866","Captain America: The Winter Soldier","2014","2","751648","3","728786","3","1722"
"tt1979320","Rush","2013","2","165","3","428981","3","1740"
"tt2278388","The Grand Budapest Hotel","2014","1","27572","3","698941","3","1749"
"tt1877832","X-Men: Days of Future Past","2014","2","1741","3","656024","3","1757"
"tt6751668","Parasite","2019","6","94435","3","519137","3","1809"
"tt2582802","Whiplash","2014","4","3227090","3","706358","3","1835"
"tt1431045","Deadpool","2016","2","1783265","3","894414","3","1853"
"tt1798709","Her","2013","4","5069","3","534223","3","1861"
"tt2024544","12 Years a Slave","2013","5","2588606","3","633942","3","1863"
"tt1408101","Star Trek Into Darkness","2013","2","9190","3","461231","3","1884"
"tt1392190","Mad Max: Fury Road","2015","2","4306","3","871600","3","1933"
"tt2084970","The Imitation Game","2014","5","878763","3","678009","3","2017"
"tt1663202","The Revenant","2015","2","327944","3","696667","3","2049"
"tt1392214","Prisoners","2013","3","898288","3","592893","3","2147"
"tt1535109","Captain Phillips","2013","1","339030","3","417232","3","2160"
"tt2267998","Gone Girl","2014","4","399","3","849111","3","2269"
"tt0993846","The Wolf of Wall Street","2013","5","217","3","1166078","3","2826"
"tt8579674","1917","2019","4","5222","3","399707","3","2858"
"tt0816692","Interstellar","2014","1","634240","3","1487169","3","2931"
"tt4954522","Raw","2016","4","4469445","2","59569","2","100"
"tt6820256","Arctic","2018","1","1020835","2","41292","2","100"
"tt1465522","Tucker and Dale vs Evil","2010","6","185848","3","164512","2","100"
"tt1019452","A Serious Man","2009","6","1054","2","132773","2","100"
"tt1645155","Erased","2012","2","836715","2","29248","2","100"
"tt1564367","Just Go with It","2011","6","240797","2","219795","2","100"
"tt0319343","Elf","2003","1","269463","2","217942","2","100"
"tt0320661","Kingdom of Heaven","2005","2","631","2","265316","2","100"
"tt0268126","Adaptation.","2002","6","5069","3","177099","2","100"
"tt1932718","Thanks for Sharing","2012","6","89742","2","26544","2","100"
"tt0163978","The Beach","2000","1","965","2","221472","2","100"
"tt1488555","The Change-Up","2011","6","229694","2","166017","2","100"
"tt2837574","The Old Man & the Gun","2018","5","1108007","2","40006","2","100"
"tt0083907","The Evil Dead","1981","9","600","3","186096","2","101"
"tt0377092","Mean Girls","2004","6","914132","2","331159","2","101"
"tt0074285","Carrie","1976","9","361","2","167137","2","101"
"tt0838283","Step Brothers","2008","6","570912","2","266173","2","101"
"tt0102685","Point Break","1991","2","941","2","156453","2","101"
"tt0110475","The Mask","1994","2","751080","2","343744","2","101"
"tt1623288","ParaNorman","2012","1","271402","2","93958","2","101"
"tt0918927","Doubt","2008","4","788234","3","121038","2","102"
"tt0251160","John Q","2002","3","1024","2","122704","2","102"
"tt3892172","Leave No Trace","2018","4","335138","2","49876","2","102"
"tt1315981","A Single Man","2009","4","1053530","3","105325","2","103"
"tt2097298","McFarland, USA","2015","5","138927","2","35148","2","103"
"tt0104348","Glengarry Glen Ross","1992","3","1226","3","95102","2","103"
"tt0429493","The A-Team","2010","2","138620","2","244720","2","103"
"tt0360486","Constantine","2005","2","1349376","2","304309","2","103"
